"","id","modified","basisOfRecord","occurrenceID","individualCount","sex","lifeStage","eventID","taxonID","scientificName","kingdom","phylum","class","order","genus","specificEpithet"
"1466",NA,NA,NA,"4b8d2fa1-8eb7-441c-b660-7eb0d0c7940d",1,"Adult","Male","669ece38-f7d8-48c1-b4e4-08577af9e154",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1467",NA,NA,NA,"19fa07b7-a51c-4a56-86dc-c0e0c4826c16",1,"Adult","Female","669ece38-f7d8-48c1-b4e4-08577af9e154",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1468",NA,NA,NA,"a009be3a-c952-4f83-874f-4618f02cef43",5,"Juvenile","unknown","669ece38-f7d8-48c1-b4e4-08577af9e154",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1469",NA,NA,NA,"c425e2f6-b2fc-4fd4-9cbc-fe884e163dec",1,"Adult","Male","9f5544bd-7896-4059-ae17-7b41f3571dbb",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1470",NA,NA,NA,"d7301cfe-3e91-483f-a8ff-7e499bbf0780",1,"Adult","Female","9f5544bd-7896-4059-ae17-7b41f3571dbb",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1471",NA,NA,NA,"973f748b-2f40-422b-a0fc-d493ef0d4e30",5,"Juvenile","unknown","9f5544bd-7896-4059-ae17-7b41f3571dbb",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1472",NA,NA,NA,"111569c0-9dee-49a8-944f-514b177170f8",1,"Adult","Male","eafaae82-35a9-4004-aee3-5ac215a96632",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1473",NA,NA,NA,"a1f9ad5a-95f3-45bd-8c58-cc46096447a6",3,"Juvenile","unknown","eafaae82-35a9-4004-aee3-5ac215a96632",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1474",NA,NA,NA,"11087c75-180f-4e0c-920b-208d5be2815b",1,"Adult","Male","b66c2756-02e7-4bcd-9079-13b4bd1cf894",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1475",NA,NA,NA,"0d6d3a34-3e26-4cf0-8137-e51ba54bb13e",1,"Adult","Female","b66c2756-02e7-4bcd-9079-13b4bd1cf894",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1476",NA,NA,NA,"e0052cd1-7bc5-4c46-806e-bc054cb767d7",2,"Juvenile","unknown","b66c2756-02e7-4bcd-9079-13b4bd1cf894",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1477",NA,NA,NA,"6b5fd1d2-ac36-43c6-893a-aa4e615cba5a",1,"Adult","Male","824c3a06-7583-4265-8757-d7371b0c3c5e",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1478",NA,NA,NA,"3c520c09-efa2-4df3-a7a7-c4a9ac88cc7d",1,"Adult","Female","824c3a06-7583-4265-8757-d7371b0c3c5e",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1479",NA,NA,NA,"469944d9-2326-45d4-b825-f0a5c2848b50",1,"Adult","Female","80af1914-ab5f-475d-82dc-a0747f2b8367",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1480",NA,NA,NA,"8276c2db-0764-485a-890d-93bb65e823ab",6,"Juvenile","unknown","80af1914-ab5f-475d-82dc-a0747f2b8367",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1481",NA,NA,NA,"4c27f30b-3b39-42bf-ab09-f2ee1b4fa8e2",1,"Juvenile","unknown","ff2356a1-328b-434d-9e7c-af2714ea5f0c",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1482",NA,NA,NA,"c6321d04-8f16-4d80-8bd0-3437037437d2",1,"Adult","Male","f53512af-78d8-4360-8cdc-618bb5730c76",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1483",NA,NA,NA,"b4ae33fc-0ab8-4951-872a-c8ec55050e8b",1,"Adult","unknown","f53512af-78d8-4360-8cdc-618bb5730c76",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1484",NA,NA,NA,"4ee19398-e79a-40f3-8d94-af13d7aa0bae",1,"Adult","Female","0305b4a9-7a66-407c-a5ee-5066358b65de",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
"1485",NA,NA,NA,"1167ee11-c466-4cf3-be45-b83588edd665",5,"Juvenile","unknown","0305b4a9-7a66-407c-a5ee-5066358b65de",NA,"Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Lagopus","lagopus"
