"","id","type","modified","ownerInstitutionCode","dynamicProperties","eventID","parentEventID","samplingProtocol","sampleSizeValue","sampleSizeUnit","eventDate","eventTime","eventRemarks","locationID","country","stateProvince","municipality","locality","verbatimLocality","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","footprintWKT","footprintSRS","gyrArea"
"1","9357A07B-359B-4BCC-AC5B-004D651A052D","Event","2018-01-31T14:51:34Z","Statskog",NA,"9357A07B-359B-4BCC-AC5B-004D651A052D",NA,"Distance sampling based on line transects",2767,"metre",2017-08-05,"17:05:00/19:00:00","Line transect","3A5C2034-50F2-4FB7-87AF-D3090D6520E7","Norway","Oppland             ","Dovre","Gåvålia","Kongsvoll","In the original data this is known as lineID 4026, and reporting level: Kongsvoll",NA,NA,NA,"LINESTRING (9.6457832224950746 62.290720772141427, 9.646291963 62.31554236)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Dovrefjell"
"2","51DFB986-5316-4270-BFDF-0199A44DF29F","Event","2018-01-31T14:51:34Z","NINA",NA,"51DFB986-5316-4270-BFDF-0199A44DF29F",NA,"Distance sampling based on line transects",4028,"metre",2016-08-03,"09:00:00/14:00:00","Line transect","2AF8BBB9-6EAA-4B03-8544-48DC502C6029","Norway","Nord-Trøndelag      ","Røyrvik","TOV-Børgefjell","TOV-Børgefjell","In the original data this is known as lineID 3503, and reporting level: TOV-Børgefjell",NA,NA,NA,"LINESTRING (13.799227611879468 65.057502494072111, 13.81892544128768 65.092657593220764)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Børgefjell"
"3","D7A0D308-0AC9-4FF2-B71A-030EC56083CB","Event","2018-01-31T14:51:34Z","NINA",NA,"D7A0D308-0AC9-4FF2-B71A-030EC56083CB",NA,"Distance sampling based on line transects",3301,"metre",2015-08-09,"08:00:00/15:00:00","Line transect","D255F564-90C1-48D3-BCAA-16674749E4ED","Norway","Nord-Trøndelag      ","Røyrvik","TOV-Børgefjell","TOV-Børgefjell","In the original data this is known as lineID 3507, and reporting level: TOV-Børgefjell",NA,NA,NA,"LINESTRING (13.831648405524545 65.045195631908612, 13.891723597350213 65.029948581590659)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Børgefjell"
"4","257D059F-C902-499D-B215-0312534A91AE","Event","2019-08-04T16:21:34Z","Statskog",NA,"257D059F-C902-499D-B215-0312534A91AE",NA,"Distance sampling based on line transects",2085,"metre",2019-08-04,"16:05:00/18:20:00","Line transect","2EDE5B7D-CEC6-4D78-9C10-71384A6C1EFA","Norway","Oppland             ","Dovre","Gåvålia","Kongsvoll","In the original data this is known as lineID 4024, and reporting level: Kongsvoll",NA,NA,NA,"LINESTRING (9.62660525735741 62.296472099825245, 9.626999192 62.31554092)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Dovrefjell"
"5","8A457028-FC08-4805-AD57-03F50D20A1BE","Event","2018-01-31T14:51:34Z","NINA",NA,"8A457028-FC08-4805-AD57-03F50D20A1BE",NA,"Distance sampling based on line transects",3301,"metre",2016-08-05,"09:00:00/15:00:00","Line transect","D255F564-90C1-48D3-BCAA-16674749E4ED","Norway","Nord-Trøndelag      ","Røyrvik","TOV-Børgefjell","TOV-Børgefjell","In the original data this is known as lineID 3507, and reporting level: TOV-Børgefjell",NA,NA,NA,"LINESTRING (13.831648405524545 65.045195631908612, 13.891723597350213 65.029948581590659)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Børgefjell"
"6","8569055C-07F5-4C13-852C-055601EFC919","Event","2018-01-31T14:51:34Z","NINA",NA,"8569055C-07F5-4C13-852C-055601EFC919",NA,"Distance sampling based on line transects",3892,"metre",2017-08-10,"14:00:00/20:00:00","Line transect","4B5F0015-3536-4D00-B687-C9365FE3081A","Norway","Nord-Trøndelag      ","Røyrvik","TOV-Børgefjell","TOV-Børgefjell","In the original data this is known as lineID 3505, and reporting level: TOV-Børgefjell",NA,NA,NA,"LINESTRING (13.809931160598447 65.055793206333078, 13.844689293064087 65.087474195963054)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Børgefjell"
"7","64B14933-DEF8-4E45-B122-082C7AFC5304","Event","2018-08-15T14:27:29Z","NINA",NA,"64B14933-DEF8-4E45-B122-082C7AFC5304",NA,"Distance sampling based on line transects",3688,"metre",2018-08-15,"13:30:00/15:31:00","Line transect","98FF5910-053E-4785-8947-7CF41942424F","Norway","Sør-Trøndelag       ","Oppdal","TOV-Åmotsdalen","TOV-Åmotsdalen","In the original data this is known as lineID 3561, and reporting level: TOV-Åmotsdalen",NA,NA,NA,"LINESTRING (9.2714597437698547 62.516524256183374, 9.2801224963243278 62.518652416260139, 9.28594080624002 62.519771604797143, 9.3013576099104966 62.524954250963845, 9.3263113086798235 62.538191636227346)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Dovrefjell"
"8","CFE7EA2D-9427-4CC2-984C-0B3656D50191","Event","2020-10-26T07:44:29Z","NINA",NA,"CFE7EA2D-9427-4CC2-984C-0B3656D50191",NA,"Distance sampling based on line transects",3892,"metre",2020-08-23,"14:00:00/18:31:00","Line transect","5B774F36-17C6-43E3-9A4E-6837F095567D","Norway","Nord-Trøndelag      ","Røyrvik","TOV-Børgefjell","TOV-Børgefjell","In the original data this is known as lineID 3506, and reporting level: TOV-Børgefjell",NA,NA,NA,"LINESTRING (13.820554027955824 65.055877315452335, 13.855324921472384 65.0875558580271)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Børgefjell"
"9","D7643170-0E24-45BE-9ACD-0B6401CA3AEC","Event","2020-08-17T13:01:39Z","NINA",NA,"D7643170-0E24-45BE-9ACD-0B6401CA3AEC",NA,"Distance sampling based on line transects",1847,"metre",2020-08-17,"10:13:00/11:42:00","Line transect","978881BF-55BB-45E5-82F1-303E56877916","Norway","Sør-Trøndelag       ","Oppdal","TOV-Åmotsdalen","TOV-Åmotsdalen","In the original data this is known as lineID 3528, and reporting level: TOV-Åmotsdalen",NA,NA,NA,"LINESTRING (9.3327927374859438 62.51985638817289, 9.3646086879431838 62.527729743292646)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Dovrefjell"
"10","4DDA6A7C-6679-4523-A81A-0E1B1D5E4B15","Event","2018-01-31T14:51:34Z","NINA",NA,"4DDA6A7C-6679-4523-A81A-0E1B1D5E4B15",NA,"Distance sampling based on line transects",1021,"metre",2015-08-13,"09:20:00/10:05:00","Line transect","529661DD-8103-4333-847F-E7AA9860C8F8","Norway","Sør-Trøndelag       ","Oppdal","TOV-Åmotsdalen","TOV-Åmotsdalen","In the original data this is known as lineID 3524, and reporting level: TOV-Åmotsdalen",NA,NA,NA,"LINESTRING (9.3768121766918 62.447855362290191, 9.3603384710043169 62.442791483208786)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Dovrefjell"
"11","B7F83E4A-0E31-45C3-9107-0FD2C6652E51","Event","2019-08-05T17:20:08Z","NINA",NA,"B7F83E4A-0E31-45C3-9107-0FD2C6652E51",NA,"Distance sampling based on line transects",2365,"metre",2019-08-05,"14:38:00/18:05:00","Line transect","58FA51FB-7664-4B04-9EC0-53E0C9BCA54D","Norway","Telemark            ","Tinn","TOV-Møsvatn","TOV-Møsvatn","In the original data this is known as lineID 3516, and reporting level: TOV-Møsvatn",NA,NA,NA,"LINESTRING (8.26802867039224 59.859583661969047, 8.2672980589943617 59.892804845924914)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Hardangervidda"
"12","2A5B64BB-0AA2-4040-9FF8-1014CEB5ABC5","Event","2018-08-03T19:24:07Z","Statskog",NA,"2A5B64BB-0AA2-4040-9FF8-1014CEB5ABC5",NA,"Distance sampling based on line transects",2237,"metre",2018-08-03,"18:40:00/21:23:00","Line transect","E195F427-50BC-4B06-B7C7-0753A1DA7CAE","Norway","Oppland             ","Dovre","Gåvålia","Kongsvoll","In the original data this is known as lineID 4025, and reporting level: Kongsvoll",NA,NA,NA,"LINESTRING (9.636207779071098 62.293974308768206, 9.63661426 62.314061)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Dovrefjell"
"13","E958BBBD-5A28-4BB2-A3A0-1098115C1D44","Event","2018-08-14T11:52:04Z","NINA",NA,"E958BBBD-5A28-4BB2-A3A0-1098115C1D44",NA,"Distance sampling based on line transects",1858,"metre",2018-08-14,"10:29:00/12:28:00","Line transect","978881BF-55BB-45E5-82F1-303E56877916","Norway","Sør-Trøndelag       ","Oppdal","TOV-Åmotsdalen","TOV-Åmotsdalen","In the original data this is known as lineID 3528, and reporting level: TOV-Åmotsdalen",NA,NA,NA,"LINESTRING (9.3327927374859438 62.51985638817289, 9.3646086879431838 62.527729743292646)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Dovrefjell"
"14","AD4236A7-2632-401D-A9A5-132AD54E7371","Event","2018-01-31T14:51:34Z","NINA",NA,"AD4236A7-2632-401D-A9A5-132AD54E7371",NA,"Distance sampling based on line transects",1859,"metre",2015-08-01,"11:00:00/12:10:00","Line transect","978881BF-55BB-45E5-82F1-303E56877916","Norway","Sør-Trøndelag       ","Oppdal","TOV-Åmotsdalen","TOV-Åmotsdalen","In the original data this is known as lineID 3528, and reporting level: TOV-Åmotsdalen",NA,NA,NA,"LINESTRING (9.3327927374859438 62.51985638817289, 9.3646086879431838 62.527729743292646)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Dovrefjell"
"15","AA0B7978-0681-4623-B605-1343F3DAB913","Event","2018-01-31T14:51:34Z","NINA",NA,"AA0B7978-0681-4623-B605-1343F3DAB913",NA,"Distance sampling based on line transects",3301,"metre",2017-08-10,"08:30:00/13:30:00","Line transect","D255F564-90C1-48D3-BCAA-16674749E4ED","Norway","Nord-Trøndelag      ","Røyrvik","TOV-Børgefjell","TOV-Børgefjell","In the original data this is known as lineID 3507, and reporting level: TOV-Børgefjell",NA,NA,NA,"LINESTRING (13.831648405524545 65.045195631908612, 13.891723597350213 65.029948581590659)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Børgefjell"
"16","EDAACEA9-C226-4E5A-8E2D-1723642FE7E3","Event","2020-08-13T15:28:09Z","NINA",NA,"EDAACEA9-C226-4E5A-8E2D-1723642FE7E3",NA,"Distance sampling based on line transects",1104,"metre",2020-08-13,"16:52:00/17:27:00","Line transect","F383BF73-7E6D-4543-86A7-26E7B413C186","Norway","Telemark            ","Tinn","TOV-Møsvatn","TOV-Møsvatn","In the original data this is known as lineID 3798, and reporting level: TOV-Møsvatn",NA,NA,NA,"LINESTRING (8.30588088411718 59.868867126423375, 8.3252443011569088 59.866857483419714)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Hardangervidda"
"17","424B49B1-2B59-4CA1-965C-1736B86E6F6A","Event","2018-08-02T11:57:58Z","NINA",NA,"424B49B1-2B59-4CA1-965C-1736B86E6F6A",NA,"Distance sampling based on line transects",3690,"metre",2018-08-02,"09:01:00/12:50:00","Line transect","58FA51FB-7664-4B04-9EC0-53E0C9BCA54D","Norway","Telemark            ","Tinn","TOV-Møsvatn","TOV-Møsvatn","In the original data this is known as lineID 3516, and reporting level: TOV-Møsvatn",NA,NA,NA,"LINESTRING (8.26802867039224 59.859583661969047, 8.2672980589943617 59.892804845924914)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Hardangervidda"
"18","68DBC29F-506B-40A8-93B5-18A00F116149","Event","2019-08-02T11:19:31Z","Statskog",NA,"68DBC29F-506B-40A8-93B5-18A00F116149",NA,"Distance sampling based on line transects",2652,"metre",2019-08-02,"10:08:00/13:15:00","Line transect","3A5C2034-50F2-4FB7-87AF-D3090D6520E7","Norway","Oppland             ","Dovre","Gåvålia","Kongsvoll","In the original data this is known as lineID 4026, and reporting level: Kongsvoll",NA,NA,NA,"LINESTRING (9.6457832224950746 62.290720772141427, 9.646291963 62.31554236)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Dovrefjell"
"19","4CC34193-79B0-44B6-A888-1C20860E8821","Event","2018-01-31T14:51:34Z","NINA",NA,"4CC34193-79B0-44B6-A888-1C20860E8821",NA,"Distance sampling based on line transects",4702,"metre",2016-08-02,"09:30:00/14:00:00","Line transect","0121C197-D871-428B-A93D-F2C157512B6B","Norway","Telemark            ","Tinn","TOV-Møsvatn","TOV-Møsvatn","In the original data this is known as lineID 3515, and reporting level: TOV-Møsvatn",NA,NA,NA,"LINESTRING (8.2769543164807917 59.859632960987611, 8.27603726794008 59.901832896714311)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Hardangervidda"
"20","4FF59D2E-7AEC-464E-868E-1F3FE838D506","Event","2018-08-04T17:20:55Z","Statskog",NA,"4FF59D2E-7AEC-464E-868E-1F3FE838D506",NA,"Distance sampling based on line transects",1639,"metre",2018-08-04,"16:50:00/19:17:00","Line transect","B8D98857-F5F0-4377-A9CA-AFCF4C8130BC","Norway","Oppland             ","Dovre","Gåvålia","Kongsvoll","In the original data this is known as lineID 4028, and reporting level: Kongsvoll",NA,NA,NA,"LINESTRING (9.6653875621577932 62.30355912914861, 9.6648575242106745 62.280331918373541)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Dovrefjell"
"21","2E8FF07A-A299-4BD5-95A4-20811E8542D7","Event","2018-01-31T14:51:34Z","NINA",NA,"2E8FF07A-A299-4BD5-95A4-20811E8542D7",NA,"Distance sampling based on line transects",1420,"metre",2015-08-14,"15:55:00/16:55:00","Line transect","3E425A5B-1E77-4236-92F0-F4BA66DB8972","Norway","Sør-Trøndelag       ","Oppdal","TOV-Åmotsdalen","TOV-Åmotsdalen","In the original data this is known as lineID 3521, and reporting level: TOV-Åmotsdalen",NA,NA,NA,"LINESTRING (9.3840020694332935 62.473597150049571, 9.4148182788979877 62.47350897972197)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Dovrefjell"
"22","D9A64A16-B26E-4589-89ED-2331985E33B5","Event","2018-08-11T16:42:13Z","NINA",NA,"D9A64A16-B26E-4589-89ED-2331985E33B5",NA,"Distance sampling based on line transects",1292,"metre",2018-08-11,"08:14:00/09:20:00","Line transect","2764F58F-7A0C-4E80-BF2D-E22F99B3709C","Norway","Sør-Trøndelag       ","Oppdal","TOV-Åmotsdalen","TOV-Åmotsdalen","In the original data this is known as lineID 3518, and reporting level: TOV-Åmotsdalen",NA,NA,NA,"LINESTRING (9.40515248927401 62.460073217065549, 9.3799522985756152 62.46014410433542)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Dovrefjell"
"23","7759113B-A92E-4CC5-9E0E-2448A9E354A4","Event","2018-01-31T14:51:34Z","Statskog",NA,"7759113B-A92E-4CC5-9E0E-2448A9E354A4",NA,"Distance sampling based on line transects",2239,"metre",2016-08-07,"14:15:00/17:06:00","Line transect","E195F427-50BC-4B06-B7C7-0753A1DA7CAE","Norway","Oppland             ","Dovre","Gåvålia","Kongsvoll","In the original data this is known as lineID 4025, and reporting level: Kongsvoll",NA,NA,NA,"LINESTRING (9.636207779071098 62.293974308768206, 9.63661426 62.314061)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Dovrefjell"
"24","A697B2A5-7F2B-4975-BB4F-2472323DA75D","Event","2020-08-10T11:07:09Z","NINA",NA,"A697B2A5-7F2B-4975-BB4F-2472323DA75D",NA,"Distance sampling based on line transects",2778,"metre",2020-08-10,"09:43:00/13:04:00","Line transect","3C3B719C-F9B8-4283-B4C4-D958C0ADBC66","Norway","Telemark            ","Tinn","TOV-Møsvatn","TOV-Møsvatn","In the original data this is known as lineID 3517, and reporting level: TOV-Møsvatn",NA,NA,NA,"LINESTRING (8.2589832505407745 59.86492097827098, 8.2584235621284332 59.890061278127142)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Hardangervidda"
"25","94CAFD25-2DDE-4C0F-AC7C-25F21051E679","Event","2018-01-31T14:51:34Z","NINA",NA,"94CAFD25-2DDE-4C0F-AC7C-25F21051E679",NA,"Distance sampling based on line transects",1421,"metre",2016-08-14,"09:36:00/10:50:00","Line transect","CE323B82-1CAE-4748-8305-4584E664B559","Norway","Sør-Trøndelag       ","Oppdal","TOV-Åmotsdalen","TOV-Åmotsdalen","In the original data this is known as lineID 3525, and reporting level: TOV-Åmotsdalen",NA,NA,NA,"LINESTRING (9.3469545331540846 62.53836633428709, 9.3690757507301239 62.530733955350058)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Dovrefjell"
"26","5752E291-E9E3-42F2-9184-281B7BC0441F","Event","2018-01-31T14:51:34Z","NINA",NA,"5752E291-E9E3-42F2-9184-281B7BC0441F",NA,"Distance sampling based on line transects",1859,"metre",2017-08-15,"11:05:00/13:50:00","Line transect","978881BF-55BB-45E5-82F1-303E56877916","Norway","Sør-Trøndelag       ","Oppdal","TOV-Åmotsdalen","TOV-Åmotsdalen","In the original data this is known as lineID 3528, and reporting level: TOV-Åmotsdalen",NA,NA,NA,"LINESTRING (9.3327927374859438 62.51985638817289, 9.3646086879431838 62.527729743292646)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Dovrefjell"
"27","2DAD3B01-5C25-49BF-8751-28AC0581B5DB","Event","2018-01-31T14:51:34Z","NINA",NA,"2DAD3B01-5C25-49BF-8751-28AC0581B5DB",NA,"Distance sampling based on line transects",3701,"metre",2016-08-01,"14:00:00/17:00:00","Line transect","58FA51FB-7664-4B04-9EC0-53E0C9BCA54D","Norway","Telemark            ","Tinn","TOV-Møsvatn","TOV-Møsvatn","In the original data this is known as lineID 3516, and reporting level: TOV-Møsvatn",NA,NA,NA,"LINESTRING (8.26802867039224 59.859583661969047, 8.2672980589943617 59.892804845924914)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Hardangervidda"
"28","71B0BA3E-81C2-4DEB-BDAF-296360D9BF2C","Event","2018-01-31T14:51:34Z","Statskog",NA,"71B0BA3E-81C2-4DEB-BDAF-296360D9BF2C",NA,"Distance sampling based on line transects",3290,"metre",2015-08-16,"10:35:00/13:15:00","Line transect","673F2876-B6C5-4205-B2E0-E5077F70A930","Norway","Oppland             ","Dovre","Gåvålia","Kongsvoll","In the original data this is known as lineID 122, and reporting level: Kongsvoll",NA,NA,NA,"LINESTRING (9.6548637234121077 62.266131320932864, 9.6555816440921891 62.299161617209215)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Dovrefjell"
"29","92DA596F-D839-45B4-9368-297285B460EF","Event","2019-08-07T18:20:31Z","NINA",NA,"92DA596F-D839-45B4-9368-297285B460EF",NA,"Distance sampling based on line transects",2008,"metre",2019-08-07,"16:42:00/18:52:00","Line transect","A120B8AB-9324-4D30-AC88-13FC9C990F39","Norway","Telemark            ","Tinn","TOV-Møsvatn","TOV-Møsvatn","In the original data this is known as lineID 3512, and reporting level: TOV-Møsvatn",NA,NA,NA,"LINESTRING (8.3028483437176082 59.901977408847031, 8.3035110968167469 59.870318321718727)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Hardangervidda"
"30","ECB2A4B6-0533-44EF-8ADA-29821CFED5CC","Event","2020-10-26T07:44:29Z","NINA",NA,"ECB2A4B6-0533-44EF-8ADA-29821CFED5CC",NA,"Distance sampling based on line transects",3301,"metre",2020-08-14,"09:00:00/14:15:00","Line transect","D255F564-90C1-48D3-BCAA-16674749E4ED","Norway","Nord-Trøndelag      ","Røyrvik","TOV-Børgefjell","TOV-Børgefjell","In the original data this is known as lineID 3507, and reporting level: TOV-Børgefjell",NA,NA,NA,"LINESTRING (13.831648405524545 65.045195631908612, 13.891723597350213 65.029948581590659)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Børgefjell"
"31","182FF1A7-C84B-4521-90A5-2B54F62B0EE8","Event","2018-01-31T14:51:34Z","NINA",NA,"182FF1A7-C84B-4521-90A5-2B54F62B0EE8",NA,"Distance sampling based on line transects",4702,"metre",2015-08-09,"09:20:00/13:20:00","Line transect","0121C197-D871-428B-A93D-F2C157512B6B","Norway","Telemark            ","Tinn","TOV-Møsvatn","TOV-Møsvatn","In the original data this is known as lineID 3515, and reporting level: TOV-Møsvatn",NA,NA,NA,"LINESTRING (8.2769543164807917 59.859632960987611, 8.27603726794008 59.901832896714311)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Hardangervidda"
"32","7BA95EF9-AA1D-498D-B4E2-2BA3A3E89080","Event","2018-01-31T14:51:34Z","Statskog",NA,"7BA95EF9-AA1D-498D-B4E2-2BA3A3E89080",NA,"Distance sampling based on line transects",1119,"metre",2017-08-04,"14:25:00/16:15:00","Line transect","8F0287AE-035F-4494-972E-B5B1A1AACB26","Norway","Oppland             ","Dovre","Gåvålia","Kongsvoll","In the original data this is known as lineID 4022, and reporting level: Kongsvoll",NA,NA,NA,"LINESTRING (9.6071022596464068 62.285571843259632, 9.607304464 62.2956108)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Dovrefjell"
"33","6985AB0E-4141-4EF4-9556-2D6D5B9CFDAF","Event","2018-01-31T14:51:34Z","NINA",NA,"6985AB0E-4141-4EF4-9556-2D6D5B9CFDAF",NA,"Distance sampling based on line transects",1421,"metre",2015-08-01,"09:20:00/10:45:00","Line transect","CE323B82-1CAE-4748-8305-4584E664B559","Norway","Sør-Trøndelag       ","Oppdal","TOV-Åmotsdalen","TOV-Åmotsdalen","In the original data this is known as lineID 3525, and reporting level: TOV-Åmotsdalen",NA,NA,NA,"LINESTRING (9.3469545331540846 62.53836633428709, 9.3690757507301239 62.530733955350058)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Dovrefjell"
"34","421DE36A-8485-4A18-93D8-2E232B956F75","Event","2018-01-31T14:51:34Z","NINA",NA,"421DE36A-8485-4A18-93D8-2E232B956F75",NA,"Distance sampling based on line transects",4702,"metre",2017-08-04,"08:50:00/13:05:00","Line transect","5D10A3D7-7BFD-46B0-A4CC-E63AF56C9C29","Norway","Telemark            ","Tinn","TOV-Møsvatn","TOV-Møsvatn","In the original data this is known as lineID 3514, and reporting level: TOV-Møsvatn",NA,NA,NA,"LINESTRING (8.2858799932483453 59.859681655221706, 8.2849742628991923 59.901881673227017)","GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]","Hardangervidda"
