Omrade,Omrnr,Linjenr,Linjenr_2,Aar,Dato,Dato_,Kl,Refnr,Adhann,Adhunn,Adubest,Kyll,Kyll_2,Ubest,Kyllald,Art,Kalktot,Linjeavst,Linjeavst_2,Flavst,RepTax,Stokk,Merknader
Åmotsdalen,3,4,4,2010,2019-08-10T22:00:00Z,11.8.,1899-12-30T13:40:00Z,7,1,0,0,0,0,0,NA,1,1,54,54,10,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2010,2019-08-10T22:00:00Z,11.8.,1899-12-30T13:45:00Z,8,1,1,0,10,10,0,normal,1,12,16,16,3,1,Stand,NA
Åmotsdalen,3,4,4,2010,2019-08-10T22:00:00Z,11.8.,1899-12-30T14:05:00Z,9,1,1,0,12,12,0,normal,1,14,188,188,5,1,Stand,NA
Åmotsdalen,3,4,4,2010,2019-08-10T22:00:00Z,11.8.,1899-12-30T14:50:00Z,10,1,1,0,10,10,0,normal,1,12,220,220,3,1,Stand,NA
Åmotsdalen,3,4,4,2010,2019-08-10T22:00:00Z,11.8.,1899-12-30T15:15:00Z,11,1,1,0,0,0,0,NA,1,2,30,30,5,1,Stand,NA
Åmotsdalen,3,4,4,2010,2019-08-10T22:00:00Z,11.8.,1899-12-30T16:25:00Z,12,0,1,0,6,6,0,NA,1,7,0,0,5,1,Støkk av linjefører,NA
Åmotsdalen,3,4,4,2011,2019-08-10T22:00:00Z,11.8.,1899-12-30T08:44:00Z,1,0,0,1,0,0,0,NA,1,1,38,38,NA,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2011,2019-08-10T22:00:00Z,11.8.,1899-12-30T10:20:00Z,2,1,0,0,0,0,0,NA,1,1,69,69,1,1,Stand,NA
Åmotsdalen,3,4,4,2011,2019-08-10T22:00:00Z,11.8.,1899-12-30T10:35:00Z,3,0,0,1,0,0,0,NA,1,1,35,35,1,1,Stand,NA
Åmotsdalen,3,4,4,2011,2019-08-10T22:00:00Z,11.8.,1899-12-30T10:56:00Z,4,1,1,0,9,9,0,Normal,1,11,56,56,NA,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2011,2019-08-10T22:00:00Z,11.8.,1899-12-30T12:06:00Z,5,1,1,0,5,5,0,Normal,1,7,156,156,7,1,Stand,NA
Åmotsdalen,3,4,4,2011,2019-08-10T22:00:00Z,11.8.,1899-12-30T14:23:00Z,6,1,1,0,2,2,0,Normal,1,4,50,50,5,1,Stand,NA
Åmotsdalen,3,4,4,2011,2019-08-10T22:00:00Z,11.8.,1899-12-30T15:24:00Z,7,1,1,0,3,3,0,Normal,1,5,8,8,1,1,Stand,NA
Åmotsdalen,3,4,4,2011,2019-08-10T22:00:00Z,11.8.,1899-12-30T16:05:00Z,8,0,0,1,1,1,0,Normal,1,2,211,211,3,1,Stand,NA
Åmotsdalen,3,4,4,2011,2019-08-10T22:00:00Z,11.8.,1899-12-30T17:03:00Z,9,0,1,0,3,3,0,Normal,1,4,31,31,1,1,Stand,NA
Åmotsdalen,3,3,3,2012,2019-08-10T22:00:00Z,11.8.,1899-12-30T12:26:00Z,1,1,1,0,4,4,0,Normal,1,6,31,31,NA,1,Støkk av hund,NA
Åmotsdalen,3,3,3,2012,2019-08-10T22:00:00Z,11.8.,1899-12-30T17:10:00Z,2,1,1,0,5,5,0,Normal,1,7,13,13,4,1,Stand,NA
Åmotsdalen,3,3,3,2012,2019-08-10T22:00:00Z,11.8.,1899-12-30T17:25:00Z,3,0,0,1,0,0,0,NA,1,1,95,95,6,1,Stand,NA
Åmotsdalen,3,4,4,2013,2019-08-10T22:00:00Z,11.8.,1899-12-30T10:50:00Z,1,1,0,0,0,0,0,NA,1,1,194,194,2,1,Stand,NA
Åmotsdalen,3,4,4,2013,2019-08-10T22:00:00Z,11.8.,1899-12-30T13:05:00Z,2,1,0,0,0,0,0,NA,1,1,15,15,5,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2013,2019-08-10T22:00:00Z,11.8.,1899-12-30T13:35:00Z,3,0,0,1,0,0,0,NA,1,1,5,5,10,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2013,2019-08-10T22:00:00Z,11.8.,1899-12-30T14:15:00Z,4,0,0,1,3,3,0,normal,1,4,100,100,2,1,Stand,NA
Børgefjell,2,2,2,2013,2019-08-11T22:00:00Z,12.8.,1899-12-30T11:10:00Z,1,1,1,0,1,1,0,normal,1,3,120,120,10,1,Stand,NA
Børgefjell,2,2,2,2013,2019-08-11T22:00:00Z,12.8.,1899-12-30T12:50:00Z,2,1,0,0,0,0,3,NA,1,4,70,70,70,1,støkk,NA
Åmotsdalen,3,2,2,2008,2019-08-11T22:00:00Z,12.8.,1899-12-30T09:15:00Z,1,1,0,0,0,0,0,NA,1,1,94,94,5,1,Stand,NA
Åmotsdalen,3,1,1,2008,2019-08-12T22:00:00Z,13.8.,1899-12-30T08:20:00Z,1,0,0,3,0,0,0,NA,1,3,62,62,5,1,Stand,NA
Åmotsdalen,3,1,1,2008,2019-08-12T22:00:00Z,13.8.,1899-12-30T12:20:00Z,2,0,0,2,1,1,0,store,1,3,59,59,5,1,Stand,NA
Åmotsdalen,3,1,1,2008,2019-08-12T22:00:00Z,13.8.,1899-12-30T12:35:00Z,3,0,1,0,1,1,0,Normal,1,2,NA,150,5,1,Stand,66m fra linja nedenfor
Åmotsdalen,3,1,1,2008,2019-08-12T22:00:00Z,13.8.,1899-12-30T12:50:00Z,4,0,0,5,0,0,0,NA,1,5,18,18,10,1,Støkk av hund,NA
Åmotsdalen,3,2,2,2009,2019-08-12T22:00:00Z,13.8.,1899-12-30T08:14:00Z,1,1,1,0,1,1,0,Normal,1,3,4,4,4,1,støkk linjefører,NA
Åmotsdalen,3,2,2,2009,2019-08-12T22:00:00Z,13.8.,1899-12-30T08:28:00Z,2,1,0,1,0,0,0,NA,1,2,1,1,1,1,støkk linjefører,NA
Åmotsdalen,3,2,2,2009,2019-08-12T22:00:00Z,13.8.,1899-12-30T13:28:00Z,3,0,0,1,0,0,0,NA,1,1,8,8,1,1,Støkk av hund,NA
Åmotsdalen,3,1,1,2009,2019-08-13T22:00:00Z,14.8.,1899-12-30T07:50:00Z,1,1,1,0,6,6,0,Små,1,8,194,194,2,1,Stand,1 død juv.
Åmotsdalen,3,1,1,2009,2019-08-13T22:00:00Z,14.8.,1899-12-30T08:15:00Z,2,1,1,0,5,5,0,Normal,1,7,66,66,6,1,Stand,NA
Åmotsdalen,3,1,1,2009,2019-08-13T22:00:00Z,14.8.,1899-12-30T08:30:00Z,3,0,1,0,5,5,0,Normal,1,6,18,18,1,1,Stand,NA
Åmotsdalen,3,1,1,2009,2019-08-13T22:00:00Z,14.8.,1899-12-30T08:50:00Z,4,0,0,1,0,0,0,NA,1,1,26,26,2,1,Stand,NA
Åmotsdalen,3,1,1,2009,2019-08-13T22:00:00Z,14.8.,1899-12-30T09:12:00Z,5,1,1,0,1,1,0,Normal,1,3,45,45,2,1,Stand,NA
Åmotsdalen,3,1,1,2009,2019-08-13T22:00:00Z,14.8.,1899-12-30T09:37:00Z,6,1,0,3,0,0,0,NA,1,4,28,28,12,1,Stand,NA
Åmotsdalen,3,1,1,2009,2019-08-13T22:00:00Z,14.8.,1899-12-30T10:30:00Z,7,0,1,0,5,5,0,Normal,1,6,22,22,7,1,Stand,NA
Åmotsdalen,3,1,1,2009,2019-08-13T22:00:00Z,14.8.,1899-12-30T10:55:00Z,8,1,1,0,4,4,0,Normal,1,6,137,137,3,1,Stand,NA
Åmotsdalen,3,1,1,2009,2019-08-13T22:00:00Z,14.8.,1899-12-30T11:33:00Z,9,1,0,0,1,1,0,Normal,1,2,47,47,4,1,Stand,NA
Åmotsdalen,3,1,1,2009,2019-08-13T22:00:00Z,14.8.,1899-12-30T12:47:00Z,10,1,1,0,5,5,0,små,1,7,30,30,3,1,Stand,NA
Åmotsdalen,3,2,2,2010,2019-08-13T22:00:00Z,14.8.,1899-12-30T11:05:00Z,1,1,1,1,4,4,0,normal,1,7,1,1,NA,1,Støkk av hund,NA
Åmotsdalen,3,2,2,2010,2019-08-13T22:00:00Z,14.8.,1899-12-30T12:20:00Z,2,1,1,0,5,5,0,normal,1,7,47,47,10,1,Stand,NA
Åmotsdalen,3,2,2,2010,2019-08-13T22:00:00Z,14.8.,1899-12-30T13:00:00Z,3,1,0,2,0,0,0,NA,1,3,111,111,12,1,Stand,NA
Åmotsdalen,3,2,2,2010,2019-08-13T22:00:00Z,14.8.,1899-12-30T14:43:00Z,4,0,1,0,9,9,0,normal,1,10,0,0,3,1,Stand,NA
Åmotsdalen,3,2,2,2011,2019-08-13T22:00:00Z,14.8.,1899-12-30T08:52:00Z,1,3,0,0,0,0,0,NA,1,3,61,61,11,1,Stand,NA
Åmotsdalen,3,2,2,2011,2019-08-13T22:00:00Z,14.8.,1899-12-30T09:17:00Z,2,0,1,0,3,3,0,Normal,1,4,46,46,2,1,Stand,NA
Åmotsdalen,3,2,2,2011,2019-08-13T22:00:00Z,14.8.,1899-12-30T11:26:00Z,3,1,1,0,0,0,0,NA,1,2,79,79,3,1,Stand,NA
Åmotsdalen,3,2,2,2011,2019-08-13T22:00:00Z,14.8.,1899-12-30T13:42:00Z,4,1,1,0,6,6,0,Normal,1,8,29,29,2,1,Stand,NA
Åmotsdalen,3,2,2,2011,2019-08-13T22:00:00Z,14.8.,1899-12-30T15:47:00Z,5,0,0,1,0,0,0,NA,1,1,33,33,3,1,Stand,NA
Åmotsdalen,3,2,2,2012,2019-08-13T22:00:00Z,14.8.,1899-12-30T09:25:00Z,1,1,0,0,1,1,0,Normal,1,2,7,7,12,1,Stand,NA
Åmotsdalen,3,2,2,2012,2019-08-13T22:00:00Z,14.8.,1899-12-30T11:10:00Z,2,1,0,1,0,0,0,NA,1,2,22,22,NA,1,Støkk av fører,NA
Åmotsdalen,3,1,1,2013,2019-08-13T22:00:00Z,14.8.,1899-12-30T08:25:00Z,1,1,1,0,5,5,0,Normal,1,7,105,105,5,1,Stand,NA
Åmotsdalen,3,1,1,2013,2019-08-13T22:00:00Z,14.8.,1899-12-30T08:45:00Z,2,1,0,2,0,0,0,NA,1,3,8,8,5,1,Stand,NA
Åmotsdalen,3,1,1,2013,2019-08-13T22:00:00Z,14.8.,1899-12-30T12:25:00Z,3,1,0,0,0,0,0,NA,1,1,45,45,5,1,Stand,NA
Åmotsdalen,3,1,1,2013,2019-08-13T22:00:00Z,14.8.,1899-12-30T13:00:00Z,4,1,1,0,3,3,0,Normal,1,5,105,105,NA,1,Støkk av hund,NA
Åmotsdalen,3,1,1,2010,2019-08-14T22:00:00Z,15.8.,1899-12-30T10:20:00Z,1,0,0,1,0,0,0,NA,1,1,34,34,1,1,Støkk av hund,NA
Åmotsdalen,3,1,1,2010,2019-08-14T22:00:00Z,15.8.,1899-12-30T10:40:00Z,2,0,0,1,0,0,0,NA,1,1,16,16,6,1,Støkk av hund,NA
Åmotsdalen,3,1,1,2010,2019-08-14T22:00:00Z,15.8.,1899-12-30T10:50:00Z,3,0,1,0,9,9,0,normal,1,10,3,3,1,1,Støkk av hund,NA
Åmotsdalen,3,1,1,2010,2019-08-14T22:00:00Z,15.8.,1899-12-30T14:45:00Z,4,0,0,0,2,2,0,normal,1,2,71,71,3,1,Støkk av hund,NA
Åmotsdalen,3,1,1,2011,2019-08-14T22:00:00Z,15.8.,NA,1,1,0,2,0,0,0,NA,1,3,236,236,10,1,Stand,NA
Åmotsdalen,3,1,1,2011,2019-08-14T22:00:00Z,15.8.,1899-12-30T14:03:00Z,2,2,0,0,0,0,0,NA,1,2,13,13,2,1,Stand,NA
Åmotsdalen,3,1,1,2012,2019-08-14T22:00:00Z,15.8.,1899-12-30T08:05:00Z,1,0,0,1,0,0,0,NA,1,1,43,43,5,1,Stand,NA
Åmotsdalen,3,1,1,2012,2019-08-14T22:00:00Z,15.8.,1899-12-30T09:20:00Z,2,1,1,0,5,5,0,Normal,1,7,6,6,NA,1,Støkk av fører,NA
Åmotsdalen,3,1,1,2012,2019-08-14T22:00:00Z,15.8.,1899-12-30T09:50:00Z,3,1,1,0,2,2,0,Normal,1,4,0,0,NA,1,Støkk av fører,NA
Åmotsdalen,3,1,1,2012,2019-08-14T22:00:00Z,15.8.,1899-12-30T12:50:00Z,4,1,1,0,5,5,0,Normal,1,7,49,49,10,1,Stand,NA
Åmotsdalen,3,2,2,2013,2019-08-14T22:00:00Z,15.8.,1899-12-30T08:15:00Z,1,1,0,0,0,0,0,NA,1,1,33,33,70,1,Støkk av linjefører,NA
Åmotsdalen,3,2,2,2013,2019-08-14T22:00:00Z,15.8.,1899-12-30T08:25:00Z,2,1,1,0,5,5,0,Normal,1,7,23,23,2,1,Stand,NA
Åmotsdalen,3,2,2,2013,2019-08-14T22:00:00Z,15.8.,1899-12-30T09:10:00Z,3,1,1,0,3,3,0,små,1,5,46,46,NA,1,Støkk av hund,NA
Åmotsdalen,3,2,2,2013,2019-08-14T22:00:00Z,15.8.,1899-12-30T09:45:00Z,4,1,1,0,0,0,0,NA,1,2,9,9,1,1,Stand,NA
Åmotsdalen,3,2,2,2013,2019-08-14T22:00:00Z,15.8.,1899-12-30T10:25:00Z,5,0,1,0,1,1,0,Normal,1,2,136,136,2,1,Stand,NA
Åmotsdalen,3,2,2,2013,2019-08-14T22:00:00Z,15.8.,1899-12-30T10:35:00Z,6,1,0,1,0,0,0,NA,1,2,45,45,5,1,Støkk av hund,NA
Åmotsdalen,3,3,3,2008,2019-08-15T22:00:00Z,16.8.,1899-12-30T09:40:00Z,1,1,1,0,1,1,0,Normal,1,3,31,31,5,1,Stand,NA
Åmotsdalen,3,3,3,2008,2019-08-15T22:00:00Z,16.8.,1899-12-30T10:00:00Z,2,0,1,0,1,1,0,Normal,1,2,29,29,5,1,Stand,NA
Åmotsdalen,3,3,3,2008,2019-08-15T22:00:00Z,16.8.,1899-12-30T10:50:00Z,3,0,0,0,1,1,0,Normal,1,1,26,26,5,1,Stand,Minimumsantall
Åmotsdalen,3,3,3,2008,2019-08-15T22:00:00Z,16.8.,1899-12-30T13:00:00Z,4,0,0,1,2,2,0,Normal,1,3,45,45,5,1,Stand,NA
Åmotsdalen,3,3,3,2008,2019-08-15T22:00:00Z,16.8.,1899-12-30T16:05:00Z,5,1,0,1,0,0,0,NA,1,2,30,30,10,1,Stand,NA
Åmotsdalen,3,3,3,2008,2019-08-15T22:00:00Z,16.8.,1899-12-30T16:20:00Z,6,0,0,1,0,0,0,NA,1,1,6,6,NA,1,Støkk av hund,NA
Åmotsdalen,3,3,3,2008,2019-08-15T22:00:00Z,16.8.,1899-12-30T17:05:00Z,7,0,0,2,4,4,0,Normal,1,6,125,125,5,1,Stand,NA
Åmotsdalen,3,3,3,2008,2019-08-15T22:00:00Z,16.8.,1899-12-30T17:20:00Z,8,1,1,0,3,3,0,Normal,1,5,24,24,NA,1,Stand,NA
Åmotsdalen,3,3,3,2008,2019-08-15T22:00:00Z,16.8.,1899-12-30T17:35:00Z,9,0,1,0,0,0,0,NA,1,1,52,52,NA,1,Stand,NA
Åmotsdalen,3,3,3,2008,2019-08-15T22:00:00Z,16.8.,1899-12-30T17:50:00Z,10,1,0,0,0,0,0,NA,1,1,67,67,5,1,Stand,NA
Åmotsdalen,3,3,3,2008,2019-08-15T22:00:00Z,16.8.,1899-12-30T18:05:00Z,11,0,1,0,3,3,0,Normal,1,4,41,41,5,1,Stand,NA
Åmotsdalen,3,3,3,2009,2019-08-15T22:00:00Z,16.8.,1899-12-30T09:10:00Z,1,1,0,0,0,0,2,NA,1,3,73,73,10,1,Støkk av hund,NA
Åmotsdalen,3,3,3,2009,2019-08-15T22:00:00Z,16.8.,1899-12-30T09:40:00Z,2,0,1,0,6,6,0,Normal,1,7,9,9,1,1,Støkk av hund,NA
Åmotsdalen,3,3,3,2009,2019-08-15T22:00:00Z,16.8.,1899-12-30T11:47:00Z,3,1,1,0,4,4,0,Normal,1,6,3,3,5,1,Stand,NA
Åmotsdalen,3,3,3,2009,2019-08-15T22:00:00Z,16.8.,1899-12-30T16:35:00Z,4,1,0,0,0,0,0,NA,1,1,12,12,1,1,Stand,NA
Åmotsdalen,3,3,3,2009,2019-08-15T22:00:00Z,16.8.,1899-12-30T17:15:00Z,5,1,1,0,4,4,0,Normal,1,6,30,30,3,1,Stand,NA
Åmotsdalen,3,3,3,2009,2019-08-15T22:00:00Z,16.8.,1899-12-30T17:43:00Z,6,1,1,1,0,0,0,NA,1,3,51,51,4,1,Stand,NA
Åmotsdalen,3,3,3,2009,2019-08-15T22:00:00Z,16.8.,1899-12-30T18:30:00Z,7,1,0,0,3,3,0,Normal,1,4,48,48,6,1,Stand,NA
Åmotsdalen,3,3,3,2013,2019-08-15T22:00:00Z,16.8.,1899-12-30T07:45:00Z,1,1,1,0,2,2,0,Normal,1,4,172,172,7,1,Stand,NA
Åmotsdalen,3,3,3,2013,2019-08-15T22:00:00Z,16.8.,1899-12-30T08:50:00Z,2,0,0,2,0,0,0,NA,1,2,16,16,5,1,Stand,NA
Åmotsdalen,3,3,3,2013,2019-08-15T22:00:00Z,16.8.,1899-12-30T10:20:00Z,3,0,1,1,12,12,0,Normal,1,14,69,69,7,1,Stand,NA
Åmotsdalen,3,3,3,2013,2019-08-15T22:00:00Z,16.8.,1899-12-30T11:00:00Z,4,1,1,0,6,6,0,Normal,1,8,6,6,3,1,Stand,NA
Åmotsdalen,3,3,3,2013,2019-08-15T22:00:00Z,16.8.,1899-12-30T11:20:00Z,5,1,1,0,4,4,0,Normal,1,6,84,84,5,1,Stand,NA
Åmotsdalen,3,3,3,2010,2019-08-16T22:00:00Z,17.8.,1899-12-30T11:22:00Z,1,1,0,0,0,0,0,NA,1,1,12,12,NA,1,støkk,NA
Åmotsdalen,3,3,3,2010,2019-08-16T22:00:00Z,17.8.,1899-12-30T11:45:00Z,2,1,0,0,3,3,0,normal,1,4,5,5,2,1,Stand,NA
Åmotsdalen,3,3,3,2010,2019-08-16T22:00:00Z,17.8.,1899-12-30T12:10:00Z,3,0,0,0,1,1,0,normal,1,1,4,4,4,1,Støkk av hund,NA
Åmotsdalen,3,3,3,2010,2019-08-16T22:00:00Z,17.8.,1899-12-30T17:00:00Z,4,1,0,1,0,0,0,NA,1,2,36,36,6,1,Stand,NA
Åmotsdalen,3,3,3,2010,2019-08-16T22:00:00Z,17.8.,1899-12-30T17:25:00Z,5,1,0,0,1,1,0,normal,1,2,32,32,4,1,Stand,NA
Åmotsdalen,3,3,3,2010,2019-08-16T22:00:00Z,17.8.,1899-12-30T18:10:00Z,6,1,1,0,1,1,0,normal,1,3,52,52,5,1,Stand,NA
Åmotsdalen,3,3,3,2011,2019-08-16T22:00:00Z,17.8.,1899-12-30T10:10:00Z,1,0,1,0,4,4,0,Normal,1,5,16,16,NA,1,Støkk av hund,NA
Åmotsdalen,3,3,3,2011,2019-08-16T22:00:00Z,17.8.,1899-12-30T10:22:00Z,2,0,0,0,4,4,0,Normal,1,4,32,32,1,1,Stand,NA
Åmotsdalen,3,3,3,2011,2019-08-16T22:00:00Z,17.8.,1899-12-30T17:35:00Z,3,1,1,0,2,2,0,Normal,1,4,19,19,NA,1,Støkk av hund,NA
Åmotsdalen,3,3,3,2011,2019-08-16T22:00:00Z,17.8.,1899-12-30T18:00:00Z,4,1,1,0,3,3,0,Normal,1,5,22,22,15,1,Stand,NA
Åmotsdalen,3,3,3,2011,2019-08-16T22:00:00Z,17.8.,1899-12-30T18:42:00Z,5,1,0,0,0,0,0,NA,1,1,8,8,2,1,Stand,NA
Børgefjell,2,1,1,2011,2019-08-19T22:00:00Z,20.8.,1899-12-30T08:35:00Z,1,0,0,2,2,2,0,små,1,4,0,0,10,1,Stand,NA
Børgefjell,2,1,1,2011,2019-08-19T22:00:00Z,20.8.,1899-12-30T10:10:00Z,2,1,1,0,6,6,0,store,1,8,100,100,0,1,Støkk av hund,NA
Børgefjell,2,1,1,2011,2019-08-19T22:00:00Z,20.8.,1899-12-30T10:20:00Z,3,1,1,0,3,3,0,store,1,5,0,0,0,1,Stand,NA
Børgefjell,2,1,1,2011,2019-08-19T22:00:00Z,20.8.,1899-12-30T13:00:00Z,4,1,0,0,0,0,5,store,1,6,100,100,15,1,Stand,NA
Børgefjell,2,2,2,2011,2019-08-19T22:00:00Z,20.8.,1899-12-30T08:25:00Z,1,1,0,0,5,5,0,store,1,7,30,30,10,1,Stand,NA
Børgefjell,2,2,2,2011,2019-08-19T22:00:00Z,20.8.,1899-12-30T11:00:00Z,2,0,0,1,9,9,0,store,1,10,0,0,5,1,Stand,NA
Børgefjell,2,2,2,2011,2019-08-19T22:00:00Z,20.8.,1899-12-30T12:50:00Z,3,0,0,1,7,7,0,store,1,8,100,100,10,1,Stand,NA
Børgefjell,2,2,2,2011,2019-08-19T22:00:00Z,20.8.,1899-12-30T14:50:00Z,4,1,1,0,2,2,0,store,1,4,5,5,10,1,Støkk av fører,NA
Børgefjell,2,3,3,2011,2019-08-19T22:00:00Z,20.8.,1899-12-30T08:30:00Z,1,1,1,0,6,6,0,store,1,8,100,100,5,1,Stand,NA
Børgefjell,2,3,3,2011,2019-08-19T22:00:00Z,20.8.,1899-12-30T09:20:00Z,2,0,0,1,8,8,0,store,1,9,30,30,15,1,Stand,NA
Børgefjell,2,3,3,2011,2019-08-19T22:00:00Z,20.8.,1899-12-30T09:55:00Z,3,1,1,0,3,3,0,store,1,5,0,0,15,1,Stand,NA
Børgefjell,2,3,3,2011,2019-08-19T22:00:00Z,20.8.,1899-12-30T11:00:00Z,4,0,0,1,2,2,0,store,1,3,0,0,20,1,NA,NA
Børgefjell,2,3,3,2011,2019-08-19T22:00:00Z,20.8.,1899-12-30T12:20:00Z,5,1,1,0,7,7,0,store,1,9,0,0,0,1,Stand,NA
Børgefjell,2,3,3,2011,2019-08-19T22:00:00Z,20.8.,1899-12-30T14:00:00Z,6,0,0,1,2,2,0,store,1,3,50,50,10,1,Støkk av hund,NA
Børgefjell,2,3,3,2008,2019-08-25T22:00:00Z,26.8.,1899-12-30T16:40:00Z,1,1,0,0,0,0,0,NA,1,1,NA,150,NA,1,Støkk av hund,Bare hørt
Børgefjell,2,2,2,2008,2019-08-26T22:00:00Z,27.8.,1899-12-30T13:15:00Z,1,1,0,0,0,0,0,NA,1,1,35,35,3,1,Stand,Usikert klokkeslett.
Børgefjell,2,1,1,2008,2019-08-27T22:00:00Z,28.8.,1899-12-30T08:20:00Z,1,1,1,0,2,2,0,store,1,4,50,50,2,1,Stand,NA
Børgefjell,2,1,1,2008,2019-08-27T22:00:00Z,28.8.,1899-12-30T09:12:00Z,2,2,1,0,1,1,0,store,1,4,5,5,3,1,Stand,NA
Børgefjell,2,1,1,2008,2019-08-27T22:00:00Z,28.8.,1899-12-30T13:25:00Z,4,1,0,1,0,0,0,NA,1,2,NA,300,NA,1,Støkk av hund,NA
Børgefjell,2,1,1,2008,2019-08-27T22:00:00Z,28.8.,1899-12-30T13:45:00Z,5,0,1,0,6,6,0,store,1,7,0,0,3,1,Stand,NA
Børgefjell,2,1,1,2008,2019-08-27T22:00:00Z,28.8.,1899-12-30T14:35:00Z,6,1,1,0,0,0,0,NA,1,2,18,18,10,1,Støkk av hund,NA
Børgefjell,2,1,1,2008,2019-08-27T22:00:00Z,28.8.,1899-12-30T14:40:00Z,7,0,1,0,0,0,0,NA,1,1,25,25,5,1,Stand,Trolig samme som nr.5
Børgefjell,2,1,1,2008,2019-08-27T22:00:00Z,28.8.,1899-12-30T14:45:00Z,8,1,0,3,0,0,0,NA,1,4,10,10,20,1,Linjefører,NA
Børgefjell,2,NA,1,2012,2019-08-31T22:00:00Z,1.9.,1899-12-30T08:45:00Z,1,0,0,1,0,0,0,NA,1,1,4,4,2,1,Stand,NA
Børgefjell,2,NA,1,2012,2019-08-31T22:00:00Z,1.9.,1899-12-30T12:45:00Z,2,1,1,0,1,1,0,små,1,3,42,42,6,1,Stand,Gått motsatt vei.
Børgefjell,2,NA,1,2012,2019-08-31T22:00:00Z,1.9.,1899-12-30T07:53:00Z,1,0,0,1,0,0,0,NA,1,1,26,26,20,1,Stand,Linja delt på to team. Gått rett vei.
Børgefjell,2,NA,1,2012,2019-08-31T22:00:00Z,1.9.,1899-12-30T08:20:00Z,2,1,0,0,0,0,0,NA,1,1,1,1,10,1,Stand,NA
Børgefjell,2,NA,1,2012,2019-08-31T22:00:00Z,1.9.,1899-12-30T08:25:00Z,3,1,0,0,0,0,0,NA,1,1,36,36,3,1,Stand,NA
Børgefjell,2,NA,1,2012,2019-08-31T22:00:00Z,1.9.,1899-12-30T09:55:00Z,4,4,1,0,0,0,0,NA,1,5,41,41,5,1,Stand,NA
Børgefjell,2,2,2,2012,2019-09-01T22:00:00Z,2.9.,1899-12-30T08:10:00Z,1,1,0,0,0,0,0,NA,1,1,154,154,10,1,Stand,Ingen stopp underveis.
Børgefjell,2,2,2,2012,2019-09-01T22:00:00Z,2.9.,1899-12-30T08:23:00Z,2,1,1,0,0,0,0,NA,1,2,63,63,25,1,Stand,NA
Børgefjell,2,2,2,2012,2019-09-01T22:00:00Z,2.9.,1899-12-30T09:20:00Z,3,1,0,0,0,0,0,NA,1,1,118,118,2,1,Stand,NA
Børgefjell,2,2,2,2012,2019-09-01T22:00:00Z,2.9.,1899-12-30T10:55:00Z,4,1,0,0,0,0,0,NA,1,1,20,20,NA,1,Støkk av hund,NA
Børgefjell,2,3,3,2012,2019-09-01T22:00:00Z,2.9.,1899-12-30T08:45:00Z,1,1,0,0,0,0,0,NA,1,1,16,16,21,1,støkk av linjefører,Ingen stopp underveis. Linja kuttet før slutt.
Børgefjell,2,3,3,2012,2019-09-01T22:00:00Z,2.9.,1899-12-30T09:10:00Z,2,2,0,0,2,2,0,normal,1,4,NA,20,NA,1,Stand,NA
Børgefjell,2,3,3,2012,2019-09-01T22:00:00Z,2.9.,1899-12-30T09:25:00Z,3,2,0,1,0,0,0,NA,1,3,66,66,15,1,Støkk av hund,NA
Børgefjell,2,1,1,2014,2019-08-13T22:00:00Z,14.8.,1899-12-30T10:10:00Z,1,1,1,0,7,7,0,store,1,9,150,150,5,1,Stand,NA
Børgefjell,2,1,1,2014,2019-08-13T22:00:00Z,14.8.,1899-12-30T15:25:00Z,2,1,1,0,5,5,0,store,1,7,140,140,10,1,Stand,NA
Børgefjell,2,2,2,2014,2019-08-15T22:00:00Z,16.8.,1899-12-30T13:50:00Z,1,1,1,0,0,0,0,NA,1,2,5,5,15,1,Støkk av fører,NA
Børgefjell,2,3,3,2014,2019-08-16T22:00:00Z,17.8.,1899-12-30T11:40:00Z,1,1,1,0,9,9,0,store,1,11,90,90,5,1,Stand,NA
Åmotsdalen,3,1,1,2014,2019-08-13T22:00:00Z,14.8.,1899-12-30T08:25:00Z,1,2,0,1,0,0,0,NA,1,3,32,32,10,1,Støkk av hund,NA
Åmotsdalen,3,1,1,2014,2019-08-13T22:00:00Z,14.8.,1899-12-30T13:20:00Z,2,2,0,0,0,0,0,NA,1,2,9,9,2,1,Stand,NA
Åmotsdalen,3,2,2,2014,2019-08-12T22:00:00Z,13.8.,1899-12-30T08:20:00Z,1,1,1,0,5,5,0,normal,1,7,58,58,5,1,Stand,NA
Åmotsdalen,3,2,2,2014,2019-08-12T22:00:00Z,13.8.,1899-12-30T09:20:00Z,2,1,0,0,3,3,0,normal,1,4,15,15,3,1,Støkk av hund,NA
Åmotsdalen,3,2,2,2014,2019-08-12T22:00:00Z,13.8.,1899-12-30T09:50:00Z,3,1,1,0,1,1,0,normal,1,3,49,49,2,1,Stand,NA
Åmotsdalen,3,2,2,2014,2019-08-12T22:00:00Z,13.8.,1899-12-30T13:20:00Z,4,1,1,0,5,5,0,normal,1,7,46,46,3,1,Stand,NA
